id_dane;municipality;state;depto;mpio;year;MFA_PER;MFA_FAM;MFA_INV;MFA_UNI_FAM;MFA_UNI_INV;MFA_UNI_PER;MFA_SIS_FAM;MFA_SIS_INV;MFA_SIS_PER;MFA_DES_FAM;MFA_DES_INV;MFA_DES_PER;edata_year;desc_depto;desc_mpio;desc_pp_1;porc_part_mesa_1;desc_pp_2;porc_part_mesa_2;desc_pp_3;porc_part_mesa_3;pres_pp_bwon;pres_pp_blost;coa_pp_bwon;coa_pp_blost;margin_pres;sample_pres;MFA_pc;MFA_SIS_pc;MFA_DES_pc;MFA_UNI_pc
5004;ABRIAQUI;ANTIOQUIA;1;7;2018;292;190;144.4272;11;5.5351;16;22;12.02165;36;157;126.87045;240;2015;ANTIOQUIA;ABRIAQUI;  PARTIDO CONSERVADOR COLOMBIANO;54.44;  PARTIDO OPCIÓN CIUDADANA;42;NA;NA;0;0;0;0;NA;0;0.494613698630137;0.3339347222222222;0.528626875;0.34594375
5021;ALEJANDRIA;ANTIOQUIA;1;10;2014;878;546;396.788;26;14.7084;40;68;47.1308;113;452;334.9488;725;2011;ANTIOQUIA;ALEJANDRIA;PARTIDO CONSERVADOR COLOMBIANO;63.41212744090442;PARTIDO SOCIAL DE UNIDAD NACIONAL;34.395340870161014;NA;NA;0;1;1;1;-29.016786570743406;0;0.4519225512528474;0.4170867256637168;0.4619983448275862;0.36771
5021;ALEJANDRIA;ANTIOQUIA;1;10;2015;1000;653;483.50465;14;7.67805;22;45;31.8112;77;594;444.0154;901;2011;ANTIOQUIA;ALEJANDRIA;PARTIDO CONSERVADOR COLOMBIANO;63.41212744090442;PARTIDO SOCIAL DE UNIDAD NACIONAL;34.395340870161014;NA;NA;0;1;1;1;-29.016786570743406;0;0.48350465000000004;0.4131324675324675;0.4928028856825749;0.34900227272727274
5021;ALEJANDRIA;ANTIOQUIA;1;10;2016;974;671;522.4419;8;4.50955;13;34;22.8063;56;629;495.12605;905;2015;ANTIOQUIA;ALEJANDRIA;  PARTIDO DE LA U;57.39;  PARTIDO CONSERVADOR COLOMBIANO;40.24;NA;NA;1;0;1;0;17.15;0;0.5363879876796714;0.40725535714285716;0.5471006077348066;0.34688846153846153
5021;ALEJANDRIA;ANTIOQUIA;1;10;2017;979;724;554.44835;7;3.33555;10;28;17.38975;41;689;533.72305;928;2015;ANTIOQUIA;ALEJANDRIA;  PARTIDO DE LA U;57.39;  PARTIDO CONSERVADOR COLOMBIANO;40.24;NA;NA;1;0;1;0;17.15;0;0.5663415219611849;0.424140243902439;0.5751325969827585;0.333555
5021;ALEJANDRIA;ANTIOQUIA;1;10;2018;969;712;543.6135;4;1.3308;5;21;10.9484;28;687;531.3343;936;2015;ANTIOQUIA;ALEJANDRIA;  PARTIDO DE LA U;57.39;  PARTIDO CONSERVADOR COLOMBIANO;40.24;NA;NA;1;0;1;0;17.15;0;0.5610046439628483;0.3910142857142857;0.5676648504273504;0.26616
5030;AMAGA;ANTIOQUIA;1;13;2014;1838;1147;685.6568;554;317.5532;899;510;311.8442;802;83;56.2594;137;2011;ANTIOQUIA;AMAGA;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.457210441834924;PARTIDO CAMBIO RADICAL;17.445298639858073;NA;NA;1;0;1;1;7.011911801976851;1;0.37304504896626767;0.38883316708229426;0.41065255474452556;0.3532293659621802
5030;AMAGA;ANTIOQUIA;1;13;2015;1705;1046;642.86465;512;298.0251;833;403;250.0658;653;131;94.77375;219;2011;ANTIOQUIA;AMAGA;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.457210441834924;PARTIDO CAMBIO RADICAL;17.445298639858073;NA;NA;1;0;1;1;7.011911801976851;1;0.377046715542522;0.3829491577335375;0.4327568493150685;0.3577732292917167
5030;AMAGA;ANTIOQUIA;1;13;2016;1599;1020;631.51325;469;276.2887;735;381;221.7359;580;170;133.48865;284;2015;ANTIOQUIA;AMAGA;  PARTIDO CENTRO DEMOCRÁTICO;30.64;  PARTIDO LIBERAL COLOMBIANO;27.98;NA;NA;0;0;0;1;NA;0;0.3949426203877423;0.38230327586206897;0.4700304577464789;0.37590299319727893
5030;AMAGA;ANTIOQUIA;1;13;2017;1452;1009;608.1944;452;265.95865;655;366;196.24505;517;191;145.9907;280;2015;ANTIOQUIA;AMAGA;  PARTIDO CENTRO DEMOCRÁTICO;30.64;  PARTIDO LIBERAL COLOMBIANO;27.98;NA;NA;0;0;0;1;NA;0;0.41886666666666666;0.37958423597678914;0.5213953571428571;0.4060437404580152
5030;AMAGA;ANTIOQUIA;1;13;2018;1336;921;551.1203;388;220.8853;567;338;180.77525;492;195;149.45975;277;2015;ANTIOQUIA;AMAGA;  PARTIDO CENTRO DEMOCRÁTICO;30.64;  PARTIDO LIBERAL COLOMBIANO;27.98;NA;NA;0;0;0;1;NA;0;0.41251519461077846;0.3674293699186992;0.5395658844765343;0.389568430335097
5031;AMALFI;ANTIOQUIA;1;16;2014;3811;2113;1510.4306;443;301.8372;804;1253;890.0478;2280;417;318.5456;727;2011;ANTIOQUIA;AMALFI;PARTIDO SOCIAL DE UNIDAD NACIONAL;51.82395510264362;PARTIDO CONSERVADOR COLOMBIANO;17.914635947422834;NA;NA;1;0;1;1;33.909319155220786;0;0.3963344528995014;0.39037184210526316;0.4381645116918844;0.37541940298507465
5031;AMALFI;ANTIOQUIA;1;16;2015;3457;1965;1385.7175;405;265.4622;710;1055;738.22735;1889;505;382.02795;858;2011;ANTIOQUIA;AMALFI;PARTIDO SOCIAL DE UNIDAD NACIONAL;51.82395510264362;PARTIDO CONSERVADOR COLOMBIANO;17.914635947422834;NA;NA;1;0;1;1;33.909319155220786;0;0.40084393983222444;0.39080325569084173;0.44525402097902095;0.37389042253521126
5031;AMALFI;ANTIOQUIA;1;16;2016;3415;2001;1420.19295;391;252.95705;664;989;695.5372;1752;621;471.6987;999;2015;ANTIOQUIA;AMALFI;  PARTIDO CAMBIO RADICAL;48.04;  PARTIDO CONSERVADOR COLOMBIANO;38.43;NA;NA;0;0;1;0;NA;0;0.41586909224011714;0.3969961187214612;0.47217087087087084;0.3809594126506024
5031;AMALFI;ANTIOQUIA;1;16;2017;3090;2017;1396.1767;370;231.22425;566;961;627.15405;1525;686;537.7984;999;2015;ANTIOQUIA;AMALFI;  PARTIDO CAMBIO RADICAL;48.04;  PARTIDO CONSERVADOR COLOMBIANO;38.43;NA;NA;0;0;1;0;NA;0;0.4518371197411003;0.4112485573770492;0.5383367367367368;0.40852340989399294
5031;AMALFI;ANTIOQUIA;1;16;2018;2859;1862;1229.98505;321;192.89455;498;869;520.1495;1389;672;516.941;972;2015;ANTIOQUIA;AMALFI;  PARTIDO CAMBIO RADICAL;48.04;  PARTIDO CONSERVADOR COLOMBIANO;38.43;NA;NA;0;0;1;0;NA;0;0.4302151276670164;0.37447768178545715;0.531832304526749;0.38733845381526105
5034;ANDES;ANTIOQUIA;1;19;2014;4118;2334;1569.247;210;128.1684;353;1960;1320.2512;3467;164;120.8274;298;2011;ANTIOQUIA;ANDES;PARTIDO CONSERVADOR COLOMBIANO;48.95513577331759;PARTIDO SOCIAL DE UNIDAD NACIONAL;37.27272727272727;NA;NA;0;1;1;1;-11.68240850059032;0;0.38107017969888296;0.38080507643495815;0.40546107382550334;0.36308328611898016
5034;ANDES;ANTIOQUIA;1;19;2015;3938;2224;1542.91905;201;127.0025;342;1793;1237.1061;3199;230;178.81045;397;2011;ANTIOQUIA;ANDES;PARTIDO CONSERVADOR COLOMBIANO;48.95513577331759;PARTIDO SOCIAL DE UNIDAD NACIONAL;37.27272727272727;NA;NA;0;1;1;1;-11.68240850059032;0;0.3918027044184865;0.3867165051578618;0.45040415617128465;0.3713523391812865
5034;ANDES;ANTIOQUIA;1;19;2016;3713;2176;1538.5433;184;117.86765;297;1684;1181.36225;2902;308;239.3134;514;2015;ANTIOQUIA;ANDES;  PARTIDO DE LA U;48.52;  PARTIDO CONSERVADOR COLOMBIANO;43;NA;NA;1;0;1;0;5.520000000000003;1;0.41436663075680047;0.407085544452102;0.46559027237354084;0.3968607744107744
5034;ANDES;ANTIOQUIA;1;19;2017;3394;2174;1497.45745;170;102.71825;254;1626;1093.78475;2578;378;300.95445;562;2015;ANTIOQUIA;ANDES;  PARTIDO DE LA U;48.52;  PARTIDO CONSERVADOR COLOMBIANO;43;NA;NA;1;0;1;0;5.520000000000003;1;0.44120726281673545;0.42427647401086116;0.5355061387900356;0.4044025590551181
5034;ANDES;ANTIOQUIA;1;19;2018;3176;2008;1345.3465;149;86.9516;226;1437;910.028;2289;422;348.3669;661;2015;ANTIOQUIA;ANDES;  PARTIDO DE LA U;48.52;  PARTIDO CONSERVADOR COLOMBIANO;43;NA;NA;1;0;1;0;5.520000000000003;1;0.42359776448362724;0.397565749235474;0.5270301059001513;0.384741592920354
5036;ANGELOPOLIS;ANTIOQUIA;1;22;2014;663;393;246.1358;93;51.7724;155;220;140.3802;366;80;53.9832;142;2011;ANTIOQUIA;ANGELOPOLIS;PARTIDO SOCIAL DE UNIDAD NACIONAL;48.9492119089317;PARTIDO LIBERAL COLOMBIANO;42.70286047869235;NA;NA;1;0;1;1;6.246351430239351;1;0.3712455505279035;0.38355245901639345;0.3801633802816901;0.33401548387096774
5036;ANGELOPOLIS;ANTIOQUIA;1;22;2015;639;382;245.10425;79;44.2482;129;184;113.9056;304;119;86.95045;206;2011;ANTIOQUIA;ANGELOPOLIS;PARTIDO SOCIAL DE UNIDAD NACIONAL;48.9492119089317;PARTIDO LIBERAL COLOMBIANO;42.70286047869235;NA;NA;1;0;1;1;6.246351430239351;1;0.3835747261345853;0.37468947368421057;0.42208956310679613;0.34300930232558136
5036;ANGELOPOLIS;ANTIOQUIA;1;22;2016;635;394;273.12855;69;41.7268;109;177;117.54885;285;148;113.8529;241;2015;ANTIOQUIA;ANGELOPOLIS;  COALICIÓN PART. CONSERVADOR - PART. LIBERAL - PART. OPCIÓN;45.52;  PARTIDO CAMBIO RADICAL;27.4;NA;NA;0;0;1;1;NA;0;0.4301237007874016;0.4124521052631579;0.47241867219917016;0.38281467889908255
5036;ANGELOPOLIS;ANTIOQUIA;1;22;2017;603;392;259.97835;65;38.92675;96;166;100.60365;255;161;120.44795;252;2015;ANTIOQUIA;ANGELOPOLIS;  COALICIÓN PART. CONSERVADOR - PART. LIBERAL - PART. OPCIÓN;45.52;  PARTIDO CAMBIO RADICAL;27.4;NA;NA;0;0;1;1;NA;0;0.43114154228855717;0.3945241176470588;0.4779680555555556;0.40548697916666665
5036;ANGELOPOLIS;ANTIOQUIA;1;22;2018;567;375;244.5786;58;35.49095;85;158;89.2325;243;159;119.85515;239;2015;ANTIOQUIA;ANGELOPOLIS;  COALICIÓN PART. CONSERVADOR - PART. LIBERAL - PART. OPCIÓN;45.52;  PARTIDO CAMBIO RADICAL;27.4;NA;NA;0;0;1;1;NA;0;0.43135555555555555;0.3672119341563786;0.5014859832635983;0.4175405882352941
5038;ANGOSTURA;ANTIOQUIA;1;25;2014;2568;1422;1064.1906;506;360.673;909;831;638.593;1497;85;64.9246;162;2011;ANTIOQUIA;ANGOSTURA;PARTIDO VERDE;52.329674880927726;PARTIDO CONSERVADOR COLOMBIANO;33.712984054669704;NA;NA;0;0;0;1;NA;0;0.4144044392523364;0.4265818303273213;0.40076913580246915;0.3967799779977998
5038;ANGOSTURA;ANTIOQUIA;1;25;2015;2423;1353;1047.77285;475;349.7053;849;763;600.69015;1362;115;97.3774;212;2011;ANTIOQUIA;ANGOSTURA;PARTIDO VERDE;52.329674880927726;PARTIDO CONSERVADOR COLOMBIANO;33.712984054669704;NA;NA;0;0;0;1;NA;0;0.4324279199339662;0.4410353524229075;0.459327358490566;0.4119025912838634
5038;ANGOSTURA;ANTIOQUIA;1;25;2016;2253;1292;1022.518;443;345.8876;779;716;565.2461;1244;133;111.3843;230;2015;ANTIOQUIA;ANGOSTURA;  PARTIDO CONSERVADOR COLOMBIANO;31.39;  PARTIDO LIBERAL COLOMBIANO;27.38;NA;NA;0;0;0;1;NA;0;0.45384731469152245;0.45437789389067523;0.4842795652173913;0.44401489088575097
5038;ANGOSTURA;ANTIOQUIA;1;25;2017;2070;1295;978.793;438;322.915;698;704;532.42905;1137;153;123.44895;235;2015;ANTIOQUIA;ANGOSTURA;  PARTIDO CONSERVADOR COLOMBIANO;31.39;  PARTIDO LIBERAL COLOMBIANO;27.38;NA;NA;0;0;0;1;NA;0;0.47284685990338166;0.4682753298153034;0.5253146808510638;0.46262893982808023
5038;ANGOSTURA;ANTIOQUIA;1;25;2018;1981;1229;937.94565;399;292.8632;634;662;504.9653;1089;168;140.11715;258;2015;ANTIOQUIA;ANGOSTURA;  PARTIDO CONSERVADOR COLOMBIANO;31.39;  PARTIDO LIBERAL COLOMBIANO;27.38;NA;NA;0;0;0;1;NA;0;0.47347079757698135;0.46369632690541784;0.5430897286821705;0.46192933753943216
5040;ANORI;ANTIOQUIA;1;28;2014;3670;2007;1644.5536;5;0.4998;8;1226;988.0552;2209;776;655.9986;1453;2011;ANTIOQUIA;ANORI;PARTIDO LIBERAL COLOMBIANO;48.6879868798688;PARTIDO SOCIAL DE UNIDAD NACIONAL;36.428864288642885;NA;NA;0;1;1;1;-12.259122591225918;0;0.4481072479564033;0.4472861928474423;0.4514787336545079;0.062475
5040;ANORI;ANTIOQUIA;1;28;2015;3610;1993;1620.3578;5;2.79565;8;1109;876.13115;1991;879;741.431;1611;2011;ANTIOQUIA;ANORI;PARTIDO LIBERAL COLOMBIANO;48.6879868798688;PARTIDO SOCIAL DE UNIDAD NACIONAL;36.428864288642885;NA;NA;0;1;1;1;-12.259122591225918;0;0.4488525761772853;0.4400457810145656;0.4602302917442582;0.34945625
5040;ANORI;ANTIOQUIA;1;28;2016;3427;1966;1602.4576;5;3.28315;7;1042;828.53245;1832;919;770.642;1588;2015;ANTIOQUIA;ANORI;  PARTIDO LIBERAL COLOMBIANO;59.66;  PARTIDO ALIANZA VERDE;35.51;NA;NA;0;0;1;1;NA;0;0.46759778231689525;0.45225570414847166;0.48529093198992446;0.4690214285714286
5040;ANORI;ANTIOQUIA;1;28;2017;3365;2059;1668.63785;4;2.1396;6;1022;793.38935;1718;1033;873.1089;1641;2015;ANTIOQUIA;ANORI;  PARTIDO LIBERAL COLOMBIANO;59.66;  PARTIDO ALIANZA VERDE;35.51;NA;NA;0;0;1;1;NA;0;0.49588049034175335;0.4618098661233993;0.5320590493601463;0.35660000000000003
5040;ANORI;ANTIOQUIA;1;28;2018;3220;1970;1594.0206;2;2.1221;4;955;729.0865;1605;1013;862.812;1611;2015;ANTIOQUIA;ANORI;  PARTIDO LIBERAL COLOMBIANO;59.66;  PARTIDO ALIANZA VERDE;35.51;NA;NA;0;0;1;1;NA;0;0.4950374534161491;0.4542595015576324;0.5355754189944134;0.530525
5044;ANZA;ANTIOQUIA;1;34;2014;1530;870;659.0744;211;155.3474;389;379;290.3648;654;280;213.3622;487;2011;ANTIOQUIA;ANZA;PARTIDO CAMBIO RADICAL;39.5230998509687;PARTIDO LIBERAL COLOMBIANO;32.48882265275708;NA;NA;0;0;1;1;NA;0;0.43076758169934637;0.443982874617737;0.43811540041067765;0.3993506426735218
5044;ANZA;ANTIOQUIA;1;34;2015;1478;852;664.1439;196;150.2928;364;321;241.01945;545;335;272.83165;569;2011;ANTIOQUIA;ANZA;PARTIDO CAMBIO RADICAL;39.5230998509687;PARTIDO LIBERAL COLOMBIANO;32.48882265275708;NA;NA;0;0;1;1;NA;0;0.44935311231393776;0.44223752293577984;0.4794932337434095;0.41289230769230767
5044;ANZA;ANTIOQUIA;1;34;2016;1366;844;655.79615;181;139.6503;316;303;219.2024;489;360;296.94345;561;2015;ANTIOQUIA;ANZA;  PARTIDO CENTRO DEMOCRÁTICO;48.94;  PARTIDO LIBERAL COLOMBIANO;47.82;NA;NA;0;0;0;1;NA;0;0.4800850292825769;0.4482666666666667;0.5293109625668448;0.441931329113924
5044;ANZA;ANTIOQUIA;1;34;2017;1272;861;620.6636;178;129.79975;290;299;195.9784;444;384;294.88545;538;2015;ANTIOQUIA;ANZA;  PARTIDO CENTRO DEMOCRÁTICO;48.94;  PARTIDO LIBERAL COLOMBIANO;47.82;NA;NA;0;0;0;1;NA;0;0.48794308176100626;0.44139279279279275;0.548114219330855;0.44758534482758616
5044;ANZA;ANTIOQUIA;1;34;2018;1263;848;633.7329;169;121.84685;272;285;194.18745;428;394;317.6986;563;2015;ANTIOQUIA;ANZA;  PARTIDO CENTRO DEMOCRÁTICO;48.94;  PARTIDO LIBERAL COLOMBIANO;47.82;NA;NA;0;0;0;1;NA;0;0.5017679334916865;0.45370899532710285;0.5642959147424511;0.4479663602941177
5045;APARTADO;ANTIOQUIA;1;35;2014;19940;11755;7903.2666;2538;1513.719;4419;4429;2934.1224;7519;4665;3347.6022;7716;2011;ANTIOQUIA;APARTADO;PARTIDO DE LA U - G.S.C UNIDAD Y GESTION PARA LA PROSPERIDAD;38.04153453661095;PARTIDO DE INTEGRACION NACIONAL;36.10309720798264;NA;NA;1;0;0;0;1.9384373286283108;1;0.39635238716148447;0.39022774305093766;0.4338520217729393;0.34254786150712835
5045;APARTADO;ANTIOQUIA;1;35;2015;19637;11516;8006.1503;2322;1445.47845;4142;3779;2498.7587;6394;5290;3948.8321;8815;2011;ANTIOQUIA;APARTADO;PARTIDO DE LA U - G.S.C UNIDAD Y GESTION PARA LA PROSPERIDAD;38.04153453661095;PARTIDO DE INTEGRACION NACIONAL;36.10309720798264;NA;NA;1;0;0;0;1.9384373286283108;1;0.40770740438967257;0.39079741945573976;0.4479673397617697;0.34898079430226947
5045;APARTADO;ANTIOQUIA;1;35;2016;19911;12154;8963.13365;2039;1325.04305;3457;3491;2404.854;5753;6505;5116.60805;10431;2015;ANTIOQUIA;APARTADO;  PARTIDO DE LA U;41.66;VERDE-C.RADICAL-MAIS;35.45;NA;NA;1;0;1;0;6.209999999999994;1;0.4501598940284265;0.41801738223535545;0.4905194180807209;0.383292753832803
5045;APARTADO;ANTIOQUIA;1;35;2017;19051;12451;8568.5978;1486;872.0603;2262;2911;1708.9099;4459;7937;5874.87565;12077;2015;ANTIOQUIA;APARTADO;  PARTIDO DE LA U;41.66;VERDE-C.RADICAL-MAIS;35.45;NA;NA;1;0;1;0;6.209999999999994;1;0.44977155004986613;0.38324958510876883;0.486451573238387;0.3855262157382847
5045;APARTADO;ANTIOQUIA;1;35;2018;18527;12011;8244.70105;1026;543.14165;1511;2467;1334.4079;3809;8406;6255.83385;12970;2015;ANTIOQUIA;APARTADO;  PARTIDO DE LA U;41.66;VERDE-C.RADICAL-MAIS;35.45;NA;NA;1;0;1;0;6.209999999999994;1;0.4450100421007179;0.3503302441585718;0.4823310601387818;0.3594584050297816
5051;ARBOLETES;ANTIOQUIA;1;37;2014;8101;4170;3350.8996;1093;834.872;2170;1465;1238.2178;2845;1512;1189.2156;2868;2011;ANTIOQUIA;ARBOLETES;PARTIDO SOCIAL DE UNIDAD NACIONAL;59.40858043144542;PARTIDO CAMBIO RADICAL;34.43483881392906;NA;NA;1;0;1;1;24.97374161751636;0;0.41364024194543886;0.43522594024604566;0.4146497907949791;0.38473364055299536
5051;ARBOLETES;ANTIOQUIA;1;37;2015;7942;4078;3317.50455;1027;805.06065;2071;1369;1135.69855;2656;1585;1286.51605;3004;2011;ANTIOQUIA;ARBOLETES;PARTIDO SOCIAL DE UNIDAD NACIONAL;59.40858043144542;PARTIDO CAMBIO RADICAL;34.43483881392906;NA;NA;1;0;1;1;24.97374161751636;0;0.4177165134726769;0.42759734563253016;0.4282676597869507;0.3887303959439884
5051;ARBOLETES;ANTIOQUIA;1;37;2016;7484;3953;3227.76415;957;773.93825;1879;1316;1086.63;2501;1585;1280.69275;2910;2015;ANTIOQUIA;ARBOLETES;  PARTIDO CAMBIO RADICAL;36.62;  PARTIDO DE LA U;32.08;NA;NA;0;1;1;1;-4.539999999999999;1;0.43128863575628007;0.43447820871651344;0.4401006013745704;0.41188837147418844
5051;ARBOLETES;ANTIOQUIA;1;37;2017;6851;3947;3043.92065;916;714.8447;1644;1293;992.0431;2299;1646;1262.63975;2739;2015;ANTIOQUIA;ARBOLETES;  PARTIDO CAMBIO RADICAL;36.62;  PARTIDO DE LA U;32.08;NA;NA;0;1;1;1;-4.539999999999999;1;0.444303116333382;0.4315107003044802;0.4609856699525374;0.43482037712895377
5051;ARBOLETES;ANTIOQUIA;1;37;2018;6288;3684;2776.34215;779;565.4382;1328;1230;923.10325;2221;1588;1222.98165;2584;2015;ANTIOQUIA;ARBOLETES;  PARTIDO CAMBIO RADICAL;36.62;  PARTIDO DE LA U;32.08;NA;NA;0;1;1;1;-4.539999999999999;1;0.4415302401399491;0.41562505628095453;0.47329011222910217;0.4257817771084338
5055;ARGELIA;ANTIOQUIA;1;39;2014;2522;1372;1098.1458;62;54.1536;127;81;66.0602;147;1229;977.932;2248;2011;ANTIOQUIA;ARGELIA;PARTIDO CONSERVADOR COLOMBIANO;55.17152437451638;PARTIDO CAMBIO RADICAL;38.76708795460407;NA;NA;0;0;1;1;NA;0;0.43542656621728787;0.44938911564625844;0.4350231316725979;0.4264062992125984
